price,baseAssetAmount,direction,user,status,orderType,marketType,slot,orderId,userOrderId,marketIndex,baseAssetAmountFilled,quoteAssetAmountFilled,reduceOnly,triggerPrice,triggerCondition,existingPositionDirection,postOnly,immediateOrCancel,oraclePriceOffset,auctionDuration,auctionStartPrice,auctionEndPrice,maxTs,oraclePrice
7.939,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182151932,29,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
8.963,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182151905,28,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
10.41,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182150640,27,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
11.939,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182151960,30,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
13.2,2.2,long,9umNNVHtkAAxNAWDu2FFTadgdSr3cPkF2QGmcsG1pqhB,open,limit,spot,181656402,236,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
13.7965,1.0,long,Bs8U8MhgjhaEUbFneHGXJHWvUdaePdny1EuSDSb8v6Pg,open,limit,spot,179316759,106,0,1,0.0,0.0,False,0,above,short,False,False,0.0,10,0,0,0,19.668806
14.163,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182150596,26,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
15.5,3.0,long,HmAFQHyWYEHCCWBmnzkcEeksSs6ak5ypy8gKcWLLjBFx,open,limit,spot,181526067,427,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
16.0,4.0,long,9umNNVHtkAAxNAWDu2FFTadgdSr3cPkF2QGmcsG1pqhB,open,limit,spot,182007068,266,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
16.963,1.0,long,69TmQfKJXj7JedsZJWB9o5CksBd5D7JMnSsjhEZPxttH,open,limit,spot,182150553,25,0,1,0.0,0.0,False,0,above,long,False,False,0.0,0,0,0,0,19.668806
19.593706,250.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8773,0,1,0.0,0.0,False,0,above,long,False,False,-0.0751,0,0,0,0,19.668806
19.631306,250.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8771,0,1,0.0,0.0,False,0,above,long,True,False,-0.0375,0,0,0,0,19.668806
19.647806,250.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8769,0,1,0.0,0.0,False,0,above,long,True,False,-0.021,0,0,0,0,19.668806
19.657706,250.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8767,0,1,0.0,0.0,False,0,above,long,True,False,-0.0111,0,0,0,0,19.668806
19.679906,250.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8768,0,1,0.0,0.0,False,0,above,long,True,False,0.0111,0,0,0,0,19.668806
19.689806,250.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8770,0,1,0.0,0.0,False,0,above,long,True,False,0.021,0,0,0,0,19.668806
19.706306,250.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8772,0,1,0.0,0.0,False,0,above,long,True,False,0.0375,0,0,0,0,19.668806
19.743906,250.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,182290916,8774,0,1,56.925,1128.473952,False,0,above,long,True,False,0.0751,0,0,0,0,19.668806
20.99,2.0,short,8sVciUbzwT23DzznguoKDPGRW2qrUmTfWAZ1ZRNqFrd2,open,limit,spot,182277309,448,0,1,0.0,0.0,True,0,above,long,True,False,0.0,0,0,0,0,19.668806
22.22,25.007,short,7pPXa2Wjf4fMU6bjALndNXc38ok7JwBPxd8UU1niZA97,open,limit,spot,181975514,186,0,1,0.0,0.0,True,0,above,long,False,False,0.0,0,0,0,0,19.668806
23.23,25.0,short,7pPXa2Wjf4fMU6bjALndNXc38ok7JwBPxd8UU1niZA97,open,limit,spot,181975548,187,0,1,0.0,0.0,True,0,above,long,False,False,0.0,0,0,0,0,19.668806
50.0,0.52,short,FLaBsbhnukweeYm443yTsWiRJvquqTLXRhy5SW2PHLJj,open,limit,spot,181971257,2,0,1,0.0,0.0,True,0,above,long,False,False,0.0,0,0,0,0,19.668806
