price,baseAssetAmount,direction,user,status,orderType,marketType,slot,orderId,userOrderId,marketIndex,baseAssetAmountFilled,quoteAssetAmountFilled,reduceOnly,triggerPrice,triggerCondition,existingPositionDirection,postOnly,immediateOrCancel,oraclePriceOffset,auctionDuration,auctionStartPrice,auctionEndPrice,maxTs,oraclePrice
10.0,48.616,long,GVZdE1t9jMKZ4rJQZcboy2HxkUjvJAe4abc9wy9fRX5z,open,limit,spot,179029041,67,0,1,0.0,0.0,False,0,above,long,False,False,0.0,10,0,0,0,23203.095
13.7965,1.0,long,Bs8U8MhgjhaEUbFneHGXJHWvUdaePdny1EuSDSb8v6Pg,open,limit,spot,179316759,106,0,1,0.0,0.0,False,0,above,short,False,False,0.0,10,0,0,0,23203.095
22.5,27.359,long,81FrKvcsVTnq7jCNFfX4iws2xJ6Q67eFCu6tMTwGvH3p,open,limit,spot,179282087,30,0,1,0.0,0.0,False,0,above,long,False,False,0.0,10,0,0,0,23203.095
23203.0549,1000.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7078,0,1,0.0,0.0,False,0,above,long,False,False,-0.0401,10,0,0,0,23203.095
23203.0625,1000.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7076,0,1,0.0,0.0,False,0,above,long,True,False,-0.0325,10,0,0,0,23203.095
23203.079,750.0,long,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7074,0,1,151.067,3420.810532,False,0,above,long,True,False,-0.016,10,0,0,0,23203.095
23203.09,1183.055,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7071,0,1,711.668,16137.788639,False,0,above,long,False,False,-0.005,10,0,0,0,23203.095
23203.0901,500.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7073,0,1,0.0,0.0,False,0,above,long,True,False,-0.0049,10,0,0,0,23203.095
23203.101,750.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7075,0,1,0.0,0.0,False,0,above,long,True,False,0.006,10,0,0,0,23203.095
23203.1175,1000.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7077,0,1,0.0,0.0,False,0,above,long,True,False,0.0225,10,0,0,0,23203.095
23203.1251,1000.0,short,EnJACXLsChGp7AAJZ2Hu47kRoVYsRM2JjtU1knPxvwn7,open,limit,spot,179434292,7079,0,1,0.0,0.0,False,0,above,long,True,False,0.0301,10,0,0,0,23203.095
